Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
432,input/WOFF\Firefox 2023-05-22 11.41 profile.json,26554622,6664.470588235294,0.002521633333,157.894,96.133,118.162,127.802
433,input/WOFF\Firefox 2023-05-22 11.42 profile(1).json,29838598,4307.0,0.003141008333,199.202,101.677,139.126,160.405
434,input/WOFF\Firefox 2023-05-22 11.42 profile.json,28401618,9318.153846153846,0.002427470833,144.138,73.488,89.402,105.367
435,input/WOFF\Firefox 2023-05-22 11.43 profile(1).json,29078866,5711.818181818182,0.002986520833,182.116,112.013,119.237,139.502
436,input/WOFF\Firefox 2023-05-22 11.43 profile(2).json,27796772,6779.130434782609,0.0029473625,190.533,130.822,145.33,156.999
437,input/WOFF\Firefox 2023-05-22 11.43 profile.json,28446900,6985.74358974359,0.002605245833,160.899,98.758,114.53,122.178
438,input/WOFF\Firefox 2023-05-22 11.44 profile(1).json,27485853,6307.1,0.002551116667,155.538,93.099,110.985,113.956
439,input/WOFF\Firefox 2023-05-22 11.44 profile.json,26217500,5447.850931677019,0.0027942125,173.765,102.567,127.367,132.286
440,input/WOFF\Firefox 2023-05-22 11.45 profile(1).json,28668386,4859.627329192546,0.0027122,168.411,103.212,124.27,118.417
441,input/WOFF\Firefox 2023-05-22 11.45 profile(2).json,29040049,6143.523809523809,0.002838516667,179.132,112.244,127.815,142.518
442,input/WOFF\Firefox 2023-05-22 11.45 profile.json,27623829,6304.0,0.0025669916669999997,162.903,107.883,110.692,127.223
443,input/WOFF\Firefox 2023-05-22 11.46 profile(1).json,29583480,9008.60759493671,0.002858166667,170.644,99.997,112.695,130.071
444,input/WOFF\Firefox 2023-05-22 11.46 profile.json,28684641,6449.916167664671,0.002710404166,167.137,100.894,111.407,130.002
445,input/WOFF\Firefox 2023-05-22 11.47 profile(1).json,29937415,6925.365853658536,0.003086870834,177.7,103.362,124.416,138.383
446,input/WOFF\Firefox 2023-05-22 11.47 profile(2).json,29098727,6137.385474860335,0.0032766416669999998,212.101,149.976,159.893,174.37
447,input/WOFF\Firefox 2023-05-22 11.47 profile.json,29168222,3565.176470588235,0.0027966333329999997,176.333,82.542,124.673,137.336
448,input/WOFF\Firefox 2023-05-22 11.48 profile(1).json,29168041,6469.458823529411,0.0031820583329999997,217.733,118.623,137.772,175.863
449,input/WOFF\Firefox 2023-05-22 11.48 profile.json,29890309,2795.695431472081,0.003579879167,216.509,138.497,162.971,185.082
450,input/WOFF\Firefox 2023-05-22 11.49 profile(1).json,29199413,8479.411042944785,0.002638066666,169.662,96.968,105.768,128.999
451,input/WOFF\Firefox 2023-05-22 11.49 profile(2).json,26720864,3870.7272727272725,0.002943695833,179.256,121.0,131.95,138.762
452,input/WOFF\Firefox 2023-05-22 11.49 profile.json,28440474,6684.474576271186,0.003122554167,188.456,126.426,136.616,151.029
453,input/WOFF\Firefox 2023-05-22 11.50 profile(1).json,27495855,5942.916129032258,0.002502283333,165.134,108.681,125.251,124.144
