Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
263,input/OTF\Firefox 2023-05-21 19.08 profile(1).json,31540541,2878.443243243243,0.0028863291669999997,189.746,114.886,139.542,148.15
264,input/OTF\Firefox 2023-05-21 19.08 profile.json,32745721,2271.2344497607655,0.003003858333,192.591,114.739,143.547,155.033
265,input/OTF\Firefox 2023-05-21 19.09 profile(1).json,32971338,2232.3960396039606,0.003079066667,191.218,106.605,133.19,149.898
266,input/OTF\Firefox 2023-05-21 19.10 profile(1).json,32619499,2795.8297872340427,0.0035684,205.5,105.791,150.291,157.623
267,input/OTF\Firefox 2023-05-21 19.10 profile(2).json,31057467,1742.16,0.003283375,206.922,123.036,159.839,166.949
268,input/OTF\Firefox 2023-05-21 19.10 profile.json,35079013,2346.5098039215686,0.003155533333,201.663,132.738,144.362,158.451
269,input/OTF\Firefox 2023-05-21 19.12 profile(2).json,32186105,2184.9166666666665,0.0030137124999999997,187.26,103.91,132.727,145.007
270,input/OTF\Firefox 2023-05-21 19.13 profile(1).json,33258857,2708.1069518716577,0.003014958333,187.645,108.42,134.751,142.744
271,input/OTF\Firefox 2023-05-21 19.13 profile.json,32343986,2353.7175141242938,0.0030010875,186.999,95.759,138.168,141.216
272,input/OTF\Firefox 2023-05-21 19.14 profile(2).json,31869128,1649.5841584158416,0.003378525,216.009,128.604,154.797,172.723
273,input/OTF\Firefox 2023-05-21 19.15 profile(1).json,33582976,1947.5294117647059,0.003053408334,198.987,126.315,136.729,153.401
274,input/OTF\Firefox 2023-05-21 19.16 profile(1).json,32864065,3251.584699453552,0.002990004166,186.053,106.358,131.766,146.863
275,input/OTF\Firefox 2023-05-21 19.16 profile.json,31158455,2599.610810810811,0.002586783333,176.186,106.49,132.693,141.956
276,input/OTF\Firefox 2023-05-21 19.17 profile(1).json,33082958,2290.5263157894738,0.003084216667,195.564,110.635,136.403,150.053
277,input/OTF\Firefox 2023-05-21 19.18 profile(1).json,33875566,2267.4615384615386,0.003221225,196.015,113.817,138.298,154.08
278,input/OTF\Firefox 2023-05-21 19.19 profile(1).json,33650489,2237.5958549222796,0.0028074333339999998,169.913,93.588,118.976,131.445
279,input/OTF\Firefox 2023-05-21 19.20 profile(1).json,33023717,1724.3897435897436,0.003074054166,194.964,111.925,147.551,153.469
280,input/OTF\Firefox 2023-05-21 19.20 profile(2).json,33204854,1536.0,0.0032449333329999997,201.22,112.884,141.015,159.268
281,input/OTF\Firefox 2023-05-21 19.21 profile(2).json,33284510,1747.881188118812,0.003076491667,190.134,120.705,142.591,158.557
282,input/OTF\Firefox 2023-05-21 19.23 profile(1).json,32174442,1685.4597156398104,0.0031429,198.858,112.277,147.391,155.325
283,input/OTF\Firefox 2023-05-21 19.23 profile(2).json,32360278,2286.769230769231,0.0030248375,186.457,97.538,124.194,143.553
284,input/OTF\Firefox 2023-05-21 19.23 profile.json,32980606,4048.0864864864866,0.002941825,192.893,100.231,134.791,141.943
285,input/OTF\Firefox 2023-05-21 19.24 profile(1).json,33806131,2440.036529680365,0.003226741667,198.535,126.755,149.697,164.999
